EmployeeID,FirstName,LastName,Department,JobTitle,Phone,Email
983,Donna,Frederick,Marketing,Manager,560.291.9988,molly35@gmail.com
984,Christine,Young,Marketing,Manager,4450332274,bhill@brown.com
985,Jacob,Benson,Finance,Executive,855-188-4083,gutierrezlisa@miller-molina.com
986,Kristin,Burns,Engineering,Engineer,001-703-991-1174x483,annarodriguez@hotmail.com
987,Suzanne,Villegas,IT Support,Analyst,409.148.5694,etaylor@hotmail.com
988,Andrew,Alexander,Finance,Developer,001-549-158-8428x5275,aroberts@hernandez-swanson.biz
989,Luis,Chavez,IT Support,Coordinator,805.508.1880,ryan49@thomas-turner.net
990,Anna,Shelton,HR,Analyst,001-272-613-5964x164,rodrigueztyler@kramer.com
991,Leslie,Mitchell,Sales,Analyst,821.999.7283,nroberts@gmail.com
992,Brian,Ortiz,Sales,Manager,+1-390-282-0641x857,peter32@hotmail.com
993,Zachary,Rodriguez,IT Support,Developer,623.373.2620x2285,laurenjackson@yahoo.com
994,Chad,Murphy,Engineering,Engineer,001-320-390-9828x006,awalker@robertson.biz
995,Todd,Carrillo,HR,Analyst,001-823-938-7644x7385,ngreen@gmail.com
996,Elizabeth,Parks,Marketing,Analyst,001-047-658-3009x4074,juliechavez@berg-palmer.net
997,Heidi,Gutierrez,HR,Analyst,248.062.8562x027,antonio08@berg.biz
998,Mario,Freeman,Marketing,Developer,431-176-3719x2271,rogergarcia@young.com
999,Becky,Jefferson,IT Support,Analyst,001-159-154-9420,evelyn34@orr.com
1000,Kevin,Hernandez,Marketing,Analyst,(460)771-8816x774,tanderson@hotmail.com
